date,time,target,temp_pred,weather_pred
2023-04-02,9,492.63,4.0,"пасм, 12% снег+д, ветер"
2023-04-02,10,530.589,4.0,"пасм, 12% снег+д, ветер"
2023-04-02,11,550.17,4.0,"пасм, 12% снег+д, ветер"
2023-04-02,12,553.534,6.0,"обл с пр, ветер"
2023-04-02,13,550.646,6.0,"обл с пр, ветер"
2023-04-02,14,542.955,6.0,"обл с пр, ветер"
2023-04-02,15,536.582,4.0,"обл с пр, ветер"
2023-04-02,16,531.018,4.0,"обл с пр, ветер"
2023-04-02,17,526.795,4.0,"обл с пр, ветер"
2023-04-02,18,529.22,2.0,"обл с пр, ветер"
2023-04-02,19,537.49,2.0,"обл с пр, ветер"
2023-04-02,20,562.906,2.0,"обл с пр, ветер"
2023-04-02,21,582.085,-1.0,"обл с пр, ветер"
2023-04-02,22,565.138,-1.0,"обл с пр, ветер"
2023-04-02,23,530.681,-1.0,"обл с пр, ветер"
2023-04-03,0,488.304,-1.0,п/обл
2023-04-03,1,450.367,-1.0,п/обл
2023-04-03,2,430.023,-1.0,п/обл
2023-04-03,3,420.24,-1.0,п/обл
2023-04-03,4,415.646,-1.0,п/обл
2023-04-03,5,418.713,-1.0,п/обл
2023-04-03,6,432.783,2.0,п/обл
2023-04-03,7,465.194,2.0,п/обл
2023-04-03,8,510.934,2.0,п/обл
2023-04-03,9,545.588,3.0,"п/обл, ветер"
2023-04-03,10,575.539,3.0,"п/обл, ветер"
2023-04-03,11,582.218,3.0,"п/обл, ветер"
2023-04-03,12,580.995,3.0,"обл с пр, ветер"
2023-04-03,13,579.726,3.0,"обл с пр, ветер"
2023-04-03,14,581.181,3.0,"обл с пр, ветер"
2023-04-03,15,581.644,2.0,"обл с пр, ветер"
2023-04-03,16,577.814,2.0,"обл с пр, ветер"
2023-04-03,17,572.761,2.0,"обл с пр, ветер"
2023-04-03,18,564.641,1.0,ясно
2023-04-03,19,572.569,1.0,ясно
2023-04-03,20,587.877,1.0,ясно
2023-04-03,21,590.577,0.0,ясно
2023-04-03,22,567.876,0.0,ясно
2023-04-03,23,540.766,0.0,ясно
2023-04-04,0,498.367,-1.0,"обл с пр, 42% снег"
2023-04-04,1,466.464,-1.0,"обл с пр, 42% снег"
2023-04-04,2,444.738,-1.0,"обл с пр, 42% снег"
2023-04-04,3,437.845,-1.0,"обл с пр, 58% снег"
2023-04-04,4,434.327,-1.0,"обл с пр, 58% снег"
2023-04-04,5,437.975,-1.0,"обл с пр, 58% снег"
2023-04-04,6,452.978,1.0,"пасм, 11% снег"
2023-04-04,7,485.489,1.0,"пасм, 11% снег"
2023-04-04,8,529.853,1.0,"пасм, 11% снег"
2023-04-04,9,564.555,2.0,"пасм, 12% снег, ветер"
2023-04-04,10,594.667,2.0,"пасм, 12% снег, ветер"
2023-04-04,11,602.934,2.0,"пасм, 12% снег, ветер"
2023-04-04,12,600.837,2.0,"пасм, 51% снег, ветер"
2023-04-04,13,604.105,2.0,"пасм, 51% снег, ветер"
2023-04-04,14,604.014,2.0,"пасм, 51% снег, ветер"
2023-04-04,15,599.79,1.0,"пасм, 46% снег, ветер"
2023-04-04,16,598.955,1.0,"пасм, 46% снег, ветер"
2023-04-04,17,593.977,1.0,"пасм, 46% снег, ветер"
2023-04-04,18,586.565,0.0,"пасм, 46% снег, ветер"
2023-04-04,19,590.088,0.0,"пасм, 46% снег, ветер"
2023-04-04,20,599.298,0.0,"пасм, 46% снег, ветер"
2023-04-04,21,595.401,-1.0,пасм
2023-04-04,22,573.67,-1.0,пасм
2023-04-04,23,545.949,-1.0,пасм
2023-04-05,0,503.402,-1.0,"пасм, 68% "
2023-04-05,1,468.83,-1.0,"пасм, 68% "
2023-04-05,2,449.304,-1.0,"пасм, 68% "
2023-04-05,3,440.147,-1.0,"пасм, 56%"
2023-04-05,4,435.655,-1.0,"пасм, 56%"
2023-04-05,5,438.781,-1.0,"пасм, 56%"
2023-04-05,6,452.491,-1.0,"пасм, 42%"
2023-04-05,7,484.552,-1.0,"пасм, 42%"
2023-04-05,8,530.363,-1.0,"пасм, 42%"
2023-04-05,9,568.761,2.0,"пасм, 11% дождь+снег"
2023-04-05,10,594.193,2.0,"пасм, 11% дождь+снег"
2023-04-05,11,599.433,2.0,"пасм, 11% дождь+снег"
2023-04-05,12,598.534,5.0,"пасм, 9%"
2023-04-05,13,602.204,5.0,"пасм, 9%"
2023-04-05,14,607.312,5.0,"пасм, 9%"
2023-04-05,15,607.474,4.0,"пасм, 23%"
2023-04-05,16,600.262,4.0,"пасм, 23%"
2023-04-05,17,595.146,4.0,"пасм, 23%"
2023-04-05,18,589.071,3.0,"пасм, 10%"
2023-04-05,19,590.454,3.0,"пасм, 10%"
2023-04-05,20,601.616,3.0,"пасм, 10%"
2023-04-05,21,596.361,1.0,"пасм, 49%"
2023-04-05,22,573.02,1.0,"пасм, 49%"
2023-04-05,23,547.28,1.0,"пасм, 49%"
2023-04-06,0,505.69,-3.0,"пасм, 21%"
2023-04-06,1,469.97,-3.0,"пасм, 21%"
2023-04-06,2,451.28,-3.0,"пасм, 21%"
2023-04-06,3,442.839,-3.0,"пасм, 23%"
2023-04-06,4,437.859,-3.0,"пасм, 23%"
2023-04-06,5,438.241,-3.0,"пасм, 23%"
2023-04-06,6,451.988,2.0,пасмурно
2023-04-06,7,483.105,2.0,пасмурно
2023-04-06,8,529.075,2.0,пасмурно
2023-04-06,9,568.111,4.0,"пасм, 47%"
2023-04-06,10,595.065,4.0,"пасм, 47%"
2023-04-06,11,604.149,4.0,"пасм, 47%"
2023-04-06,12,606.014,3.0,"пасм, 72% дождь, снег"
2023-04-06,13,604.161,3.0,"пасм, 72% дождь, снег"
2023-04-06,14,606.805,3.0,"пасм, 72% дождь, снег"
2023-04-06,15,603.942,3.0,"пасм, 73% дождь, снег"
2023-04-06,16,602.625,3.0,"пасм, 73% дождь, снег"
2023-04-06,17,600.239,3.0,"пасм, 73% дождь, снег"
2023-04-06,18,594.439,3.0,"пасм, 78% дождь, снег"
2023-04-06,19,598.665,3.0,"пасм, 78% дождь, снег"
2023-04-06,20,603.397,3.0,"пасм, 78% дождь, снег"
2023-04-06,21,597.579,3.0,"пасм, 75% дождь, снег"
2023-04-06,22,571.118,3.0,"пасм, 75% дождь, снег"
2023-04-06,23,544.946,3.0,"пасм, 75% дождь, снег"
2023-04-07,0,502.326,5.0,"пасм, 54%"
2023-04-07,1,465.584,5.0,"пасм, 54%"
2023-04-07,2,445.453,5.0,"пасм, 54%"
2023-04-07,3,436.457,6.0,"пасм, 58%"
2023-04-07,4,430.78,6.0,"пасм, 58%"
2023-04-07,5,432.643,6.0,"пасм, 58%"
2023-04-07,6,444.541,8.0,"пасм, 13%"
2023-04-07,7,474.901,8.0,"пасм, 13%"
2023-04-07,8,515.708,8.0,"пасм, 13%"
2023-04-07,9,545.384,11.0,"пасм, 23%"
2023-04-07,10,568.439,11.0,"пасм, 23%"
2023-04-07,11,568.698,11.0,"пасм, 23%"
2023-04-07,12,560.377,12.0,"пасм, 24%"
2023-04-07,13,554.732,12.0,"пасм, 24%"
2023-04-07,14,551.372,12.0,"пасм, 24%"
2023-04-07,15,544.483,11.0,"пасм, 13%"
2023-04-07,16,537.094,11.0,"пасм, 13%"
2023-04-07,17,529.363,11.0,"пасм, 13%"
2023-04-07,18,525.931,9.0,"пасм, 16% дождь"
2023-04-07,19,528.597,9.0,"пасм, 16% дождь"
2023-04-07,20,543.381,9.0,"пасм, 16% дождь"
2023-04-07,21,551.405,8.0,"пасм, 14% дождь"
2023-04-07,22,531.508,8.0,"пасм, 14% дождь"
2023-04-07,23,510.303,8.0,"пасм, 14% дождь"
2023-04-08,0,474.482,8.0,пасмурно
2023-04-08,1,440.319,8.0,пасмурно
2023-04-08,2,418.701,8.0,пасмурно
2023-04-08,3,408.229,8.0,"пасм, 72%"
2023-04-08,4,401.292,8.0,"пасм, 72%"
2023-04-08,5,399.691,8.0,"пасм, 72%"
2023-04-08,6,404.054,9.0,пасмурно
2023-04-08,7,410.115,9.0,пасмурно
2023-04-08,8,444.571,9.0,пасмурно
2023-04-08,9,494.508,12.0,пасмурно
2023-04-08,10,523.012,12.0,пасмурно
2023-04-08,11,532.961,12.0,пасмурно
2023-04-08,12,526.374,13.0,"пасм, 13% дождь"
2023-04-08,13,517.62,13.0,"пасм, 13% дождь"
2023-04-08,14,510.569,13.0,"пасм, 13% дождь"
2023-04-08,15,503.708,11.0,"пасм, 76% дождь"
2023-04-08,16,497.724,11.0,"пасм, 76% дождь"
2023-04-08,17,496.765,11.0,"пасм, 76% дождь"
2023-04-08,18,499.902,8.0,"пасм, 63% дождь"
2023-04-08,19,504.973,8.0,"пасм, 63% дождь"
2023-04-08,20,522.227,8.0,"пасм, 63% дождь"
2023-04-08,21,545.358,7.0,"пасм, 61% дождь"
2023-04-08,22,529.864,7.0,"пасм, 61% дождь"
2023-04-08,23,501.072,7.0,"пасм, 61% дождь"
2023-04-09,0,464.665,6.0,"пасм, 67% дождь"
2023-04-09,1,431.057,6.0,"пасм, 67% дождь"
2023-04-09,2,410.968,6.0,"пасм, 67% дождь"
2023-04-09,3,398.749,5.0,"пасм, 12% дождь"
2023-04-09,4,393.181,5.0,"пасм, 12% дождь"
2023-04-09,5,393.024,5.0,"пасм, 12% дождь"
2023-04-09,6,394.149,7.0,"пасм, 11%"
2023-04-09,7,398.241,7.0,"пасм, 11%"
2023-04-09,8,425.198,7.0,"пасм, 11%"
2023-04-09,9,461.723,11.0,"пасм, 14%"
2023-04-09,10,489.5,11.0,"пасм, 14%"
2023-04-09,11,501.626,11.0,"пасм, 14%"
2023-04-09,12,499.72,12.0,пасм
2023-04-09,13,494.669,12.0,пасм
2023-04-09,14,488.278,12.0,пасм
2023-04-09,15,479.896,9.0,"пасм, 11%"
2023-04-09,16,478.17,9.0,"пасм, 11%"
2023-04-09,17,482.03,9.0,"пасм, 11%"
2023-04-09,18,486.443,5.0,"пасм, 12%"
2023-04-09,19,497.827,5.0,"пасм, 12%"
2023-04-09,20,519.53,5.0,"пасм, 12%"
2023-04-09,21,545.235,4.0,"пасм, 14%"
2023-04-09,22,530.05,4.0,"пасм, 14%"
2023-04-09,23,495.491,4.0,"пасм, 14%"
2023-04-10,0,452.173,3.0,ясно 14%
2023-04-10,1,418.909,3.0,ясно 14%
2023-04-10,2,398.825,3.0,ясно 14%
2023-04-10,3,391.406,3.0,"п/обл, 14%"
2023-04-10,4,386.079,3.0,"п/обл, 14%"
2023-04-10,5,388.178,3.0,"п/обл, 14%"
2023-04-10,6,399.87,7.0,"п/обл, 14%"
2023-04-10,7,434.785,7.0,"п/обл, 14%"
2023-04-10,8,478.138,7.0,"п/обл, 14%"
2023-04-10,9,509.768,11.0,ясно
2023-04-10,10,534.105,11.0,ясно
2023-04-10,11,536.776,11.0,ясно
2023-04-10,12,529.496,12.0,ясно
2023-04-10,13,526.412,12.0,ясно
2023-04-10,14,524.723,12.0,ясно
2023-04-10,15,520.58,9.0,ясно
2023-04-10,16,515.115,9.0,ясно
2023-04-10,17,506.203,9.0,ясно
2023-04-10,18,499.062,5.0,ясно
2023-04-10,19,504.811,5.0,ясно
2023-04-10,20,519.355,5.0,ясно
2023-04-10,21,532.923,3.0,ясно
2023-04-10,22,515.149,3.0,ясно
2023-04-10,23,488.402,3.0,ясно
2023-04-11,0,445.73,3.0,ясно
2023-04-11,1,411.951,3.0,ясно
2023-04-11,2,391.902,3.0,ясно
2023-04-11,3,382.485,4.0,ясно
2023-04-11,4,378.449,4.0,ясно
2023-04-11,5,381.77,4.0,ясно
2023-04-11,6,387.649,9.0,п/обл
2023-04-11,7,421.772,9.0,п/обл
2023-04-11,8,464.806,9.0,п/обл
2023-04-11,9,498.399,14.0,обл с пр
2023-04-11,10,518.57,14.0,обл с пр
2023-04-11,11,518.371,14.0,обл с пр
2023-04-11,12,513.967,15.0,"пасм, 65%"
2023-04-11,13,512.306,15.0,"пасм, 65%"
2023-04-11,14,513.643,15.0,"пасм, 65%"
2023-04-11,15,511.407,13.0,"пасм, 67%"
2023-04-11,16,505.233,13.0,"пасм, 67%"
2023-04-11,17,499.025,13.0,"пасм, 67%"
2023-04-11,18,491.345,10.0,"пасм, 70% дождь"
2023-04-11,19,492.569,10.0,"пасм, 70% дождь"
2023-04-11,20,504.205,10.0,"пасм, 70% дождь"
2023-04-11,21,526.239,8.0,"пасм, 63% дождь"
2023-04-11,22,506.313,8.0,"пасм, 63% дождь"
2023-04-11,23,475.73,8.0,"пасм, 63% дождь"
2023-04-12,0,433.238,7.0,"пасм, 61% дождь"
2023-04-12,1,403.003,7.0,"пасм, 61% дождь"
2023-04-12,2,384.623,7.0,"пасм, 61% дождь"
2023-04-12,3,375.706,6.0,"пасм, 51% дождь"
2023-04-12,4,370.119,6.0,"пасм, 51% дождь"
2023-04-12,5,371.477,6.0,"пасм, 51% дождь"
2023-04-12,6,382.363,8.0,"пасм, 24% дождь"
2023-04-12,7,417.491,8.0,"пасм, 24% дождь"
2023-04-12,8,463.841,8.0,"пасм, 24% дождь"
2023-04-12,9,498.888,11.0,"обл, 21%"
2023-04-12,10,523.051,11.0,"обл, 21%"
2023-04-12,11,528.826,11.0,"обл, 21%"
2023-04-12,12,526.418,13.0,"обл, 10%"
2023-04-12,13,518.949,13.0,"обл, 10%"
2023-04-12,14,517.124,13.0,"обл, 10%"
2023-04-12,15,515.438,11.0,обл с пр
2023-04-12,16,511.439,11.0,обл с пр
2023-04-12,17,505.259,11.0,обл с пр
2023-04-12,18,499.303,7.0,ясно
2023-04-12,19,509.486,7.0,ясно
2023-04-12,20,518.529,7.0,ясно
2023-04-12,21,529.176,6.0,ясно
2023-04-12,22,511.367,6.0,ясно
2023-04-12,23,479.386,6.0,ясно
2023-04-13,0,436.133,6.0,ясно
2023-04-13,1,404.092,6.0,ясно
2023-04-13,2,385.529,6.0,ясно
2023-04-13,3,376.704,6.0,пасм
2023-04-13,4,370.272,6.0,пасм
2023-04-13,5,370.784,6.0,пасм
2023-04-13,6,379.74,9.0,пасм
2023-04-13,7,414.645,9.0,пасм
2023-04-13,8,462.195,9.0,пасм
2023-04-13,9,500.47,14.0,"пасм, неб.ветерок"
2023-04-13,10,530.019,14.0,"пасм, неб.ветерок"
2023-04-13,11,534.276,14.0,"пасм, неб.ветерок"
2023-04-13,12,530.757,15.0,"пасм, 54% неб.ветерок"
2023-04-13,13,528.073,15.0,"пасм, 54% неб.ветерок"
2023-04-13,14,528.539,15.0,"пасм, 54% неб.ветерок"
2023-04-13,15,525.736,13.0,"пасм, 12% неб.ветерок"
2023-04-13,16,522.3,13.0,"пасм, 12% неб.ветерок"
2023-04-13,17,520.888,13.0,"пасм, 12% неб.ветерок"
2023-04-13,18,514.4,11.0,пасмурно
2023-04-13,19,521.118,11.0,пасмурно
2023-04-13,20,534.135,11.0,пасмурно
2023-04-13,21,540.008,9.0,"пасм, 9% дождь"
2023-04-13,22,520.087,9.0,"пасм, 9% дождь"
2023-04-13,23,490.964,9.0,"пасм, 9% дождь"
2023-04-14,0,446.689,8.0,пасмурно
2023-04-14,1,410.358,8.0,пасмурно
2023-04-14,2,387.85,8.0,пасмурно
2023-04-14,3,376.126,7.0,пасмурно
2023-04-14,4,370.492,7.0,пасмурно
2023-04-14,5,367.304,7.0,пасмурно
2023-04-14,6,373.559,11.0,пасмурно
2023-04-14,7,408.111,11.0,пасмурно
2023-04-14,8,453.307,11.0,пасмурно
2023-04-14,9,492.508,14.0,пасмурно
2023-04-14,10,518.416,14.0,пасмурно
2023-04-14,11,521.416,14.0,пасмурно
2023-04-14,12,519.519,14.0,"пасм, неб.ветерок"
2023-04-14,13,520.213,14.0,"пасм, неб.ветерок"
2023-04-14,14,521.016,14.0,"пасм, неб.ветерок"
2023-04-14,15,518.914,14.0,"пасм, неб.ветерок"
2023-04-14,16,516.904,14.0,"пасм, неб.ветерок"
2023-04-14,17,510.805,14.0,"пасм, неб.ветерок"
2023-04-14,18,507.976,12.0,"пасм, неб.ветерок"
2023-04-14,19,513.976,12.0,"пасм, неб.ветерок"
2023-04-14,20,519.347,12.0,"пасм, неб.ветерок"
2023-04-14,21,520.594,10.0,пасмурно
2023-04-14,22,504.927,10.0,пасмурно
2023-04-14,23,481.565,10.0,пасмурно
2023-04-15,0,443.184,9.0,"пасм, ветер"
2023-04-15,1,408.013,9.0,"пасм, ветер"
2023-04-15,2,386.258,9.0,"пасм, ветер"
2023-04-15,3,376.186,8.0,"пасм, ветер"
2023-04-15,4,368.959,8.0,"пасм, ветер"
2023-04-15,5,366.879,8.0,"пасм, ветер"
2023-04-15,6,366.526,9.0,"пасм, ветер"
2023-04-15,7,380.958,9.0,"пасм, ветер"
2023-04-15,8,416.4,9.0,"пасм, ветер"
2023-04-15,9,462.527,11.0,"пасм, ветер"
2023-04-15,10,496.439,11.0,"пасм, ветер"
2023-04-15,11,511.482,11.0,"пасм, ветер"
2023-04-15,12,514.216,12.0,"пасм, ветер"
2023-04-15,13,515.693,12.0,"пасм, ветер"
2023-04-15,14,514.24,12.0,"пасм, ветер"
2023-04-15,15,514.744,11.0,"пасм, ветер, 19%"
2023-04-15,16,515.856,11.0,"пасм, ветер, 19%"
2023-04-15,17,521.33,11.0,"пасм, ветер, 19%"
2023-04-15,18,523.516,9.0,"пасм, ветер, 24% дождь"
2023-04-15,19,521.954,9.0,"пасм, ветер, 24% дождь"
2023-04-15,20,528.149,9.0,"пасм, ветер, 24% дождь"
2023-04-15,21,537.617,8.0,"пасм, ветер, 23% дождь"
2023-04-15,22,518.785,8.0,"пасм, ветер, 23% дождь"
2023-04-15,23,489.278,8.0,"пасм, ветер, 23% дождь"
2023-04-16,0,450.707,6.0,"пасм, 7% дождь"
2023-04-16,1,415.843,6.0,"пасм, 7% дождь"
2023-04-16,2,392.822,6.0,"пасм, 7% дождь"
2023-04-16,3,379.842,5.0,"пасм, 10% дождь"
2023-04-16,4,375.677,5.0,"пасм, 10% дождь"
2023-04-16,5,372.728,5.0,"пасм, 10% дождь"
2023-04-16,6,367.782,8.0,"пасм, 14% дождь"
2023-04-16,7,377.951,8.0,"пасм, 14% дождь"
2023-04-16,8,403.47,8.0,"пасм, 14% дождь"
2023-04-16,9,441.898,9.0,"пасм, неб.ветер"
2023-04-16,10,475.35,9.0,"пасм, неб.ветер"
2023-04-16,11,494.331,9.0,"пасм, неб.ветер"
2023-04-16,12,497.606,9.0,"пасм, неб.ветер"
2023-04-16,13,499.109,9.0,"пасм, неб.ветер"
2023-04-16,14,492.723,9.0,"пасм, неб.ветер"
2023-04-16,15,485.713,8.0,"пасм, неб.ветер"
2023-04-16,16,483.261,8.0,"пасм, неб.ветер"
2023-04-16,17,482.8,8.0,"пасм, неб.ветер"
2023-04-16,18,484.482,7.0,ясно
2023-04-16,19,491.308,7.0,ясно
2023-04-16,20,505.285,7.0,ясно
2023-04-16,21,524.178,6.0,ясно
2023-04-16,22,510.675,6.0,ясно
2023-04-16,23,479.456,6.0,ясно
2023-04-17,0,439.791,5.0,ясно
2023-04-17,1,405.348,5.0,ясно
2023-04-17,2,384.96,5.0,ясно
2023-04-17,3,374.249,5.0,обл с пр
2023-04-17,4,370.834,5.0,обл с пр
2023-04-17,5,371.88,5.0,обл с пр
2023-04-17,6,378.082,8.0,п/обл
2023-04-17,7,412.885,8.0,п/обл
2023-04-17,8,459.076,8.0,п/обл
2023-04-17,9,497.261,9.0,"ясно, неб.ветерок"
2023-04-17,10,529.494,9.0,"ясно, неб.ветерок"
2023-04-17,11,538.295,9.0,"ясно, неб.ветерок"
2023-04-17,12,539.306,10.0,"ясно, неб.ветерок"
2023-04-17,13,538.622,10.0,"ясно, неб.ветерок"
2023-04-17,14,535.653,10.0,"ясно, неб.ветерок"
2023-04-17,15,533.106,8.0,"ясно, неб.ветерок"
2023-04-17,16,531.553,8.0,"ясно, неб.ветерок"
2023-04-17,17,526.992,8.0,"ясно, неб.ветерок"
2023-04-17,18,522.028,7.0,"ясно, неб.ветерок"
2023-04-17,19,527.421,7.0,"ясно, неб.ветерок"
2023-04-17,20,530.306,7.0,"ясно, неб.ветерок"
2023-04-17,21,538.44,7.0,ясно
2023-04-17,22,520.335,7.0,ясно
2023-04-17,23,492.392,7.0,ясно
2023-04-18,0,447.747,6.0,обл с пр
2023-04-18,1,415.414,6.0,обл с пр
2023-04-18,2,395.084,6.0,обл с пр
2023-04-18,3,387.068,6.0,обл с пр
2023-04-18,4,382.275,6.0,обл с пр
2023-04-18,5,382.736,6.0,обл с пр
2023-04-18,6,388.134,9.0,"ясно, неб.ветерок"
2023-04-18,7,424.114,9.0,"ясно, неб.ветерок"
2023-04-18,8,468.071,9.0,"ясно, неб.ветерок"
2023-04-18,9,504.101,13.0,"ясно, неб.ветерок"
2023-04-18,10,528.542,13.0,"ясно, неб.ветерок"
2023-04-18,11,529.657,13.0,"ясно, неб.ветерок"
2023-04-18,12,524.496,13.0,"ясно, неб.ветерок"
2023-04-18,13,521.646,13.0,"ясно, неб.ветерок"
2023-04-18,14,519.117,13.0,"ясно, неб.ветерок"
2023-04-18,15,515.568,12.0,"ясно, неб.ветерок"
2023-04-18,16,513.379,12.0,"ясно, неб.ветерок"
2023-04-18,17,506.391,12.0,"ясно, неб.ветерок"
2023-04-18,18,501.894,9.0,"ясно, неб.ветерок"
2023-04-18,19,506.582,9.0,"ясно, неб.ветерок"
2023-04-18,20,514.385,9.0,"ясно, неб.ветерок"
2023-04-18,21,532.733,7.0,ясно
2023-04-18,22,520.242,7.0,ясно
2023-04-18,23,492.315,7.0,ясно
2023-04-19,0,445.949,5.0,"ясно, 18%"
2023-04-19,1,409.639,5.0,"ясно, 18%"
2023-04-19,2,392.592,5.0,"ясно, 18%"
2023-04-19,3,382.746,4.0,"ясно, 10%"
2023-04-19,4,377.443,4.0,"ясно, 10%"
2023-04-19,5,378.146,4.0,"ясно, 10%"
2023-04-19,6,381.368,7.0,"обл с пр, 71%"
2023-04-19,7,418.269,7.0,"обл с пр, 71%"
2023-04-19,8,465.397,7.0,"обл с пр, 71%"
2023-04-19,9,512.335,8.0,"пасм, 12% дождь"
2023-04-19,10,551.959,8.0,"пасм, 12% дождь"
2023-04-19,11,571.401,8.0,"пасм, 12% дождь"
2023-04-19,12,571.414,11.0,"пасм, 11% дождь"
2023-04-19,13,562.844,11.0,"пасм, 11% дождь"
2023-04-19,14,550.95,11.0,"пасм, 11% дождь"
2023-04-19,15,537.252,11.0,"пасм, 24% дождь"
2023-04-19,16,528.224,11.0,"пасм, 24% дождь"
2023-04-19,17,515.145,11.0,"пасм, 24% дождь"
2023-04-19,18,502.564,10.0,"обл с пр, 16%"
2023-04-19,19,500.746,10.0,"обл с пр, 16%"
2023-04-19,20,504.92,10.0,"обл с пр, 16%"
2023-04-19,21,525.438,9.0,обл с пр
2023-04-19,22,513.165,9.0,обл с пр
2023-04-19,23,485.676,9.0,обл с пр
2023-04-20,0,441.287,8.0,"пасм, ветер"
2023-04-20,1,405.606,8.0,"пасм, ветер"
2023-04-20,2,385.125,8.0,"пасм, ветер"
2023-04-20,3,375.371,7.0,"пасм, ветер"
2023-04-20,4,370.275,7.0,"пасм, ветер"
2023-04-20,5,371.693,7.0,"пасм, ветер"
2023-04-20,6,373.128,11.0,"п/обл, ветер"
2023-04-20,7,413.293,11.0,"п/обл, ветер"
2023-04-20,8,454.242,11.0,"п/обл, ветер"
2023-04-20,9,488.051,16.0,"п/обл, ветер"
2023-04-20,10,507.67,16.0,"п/обл, ветер"
2023-04-20,11,508.813,16.0,"п/обл, ветер"
2023-04-20,12,502.513,17.0,"ясно, ветер"
2023-04-20,13,497.636,17.0,"ясно, ветер"
2023-04-20,14,500.216,17.0,"ясно, ветер"
2023-04-20,15,497.088,14.0,"п/обл, ветер"
2023-04-20,16,490.907,14.0,"п/обл, ветер"
2023-04-20,17,483.401,14.0,"п/обл, ветер"
2023-04-20,18,473.571,9.0,"ясно, ветер"
2023-04-20,19,475.879,9.0,"ясно, ветер"
2023-04-20,20,480.218,9.0,"ясно, ветер"
2023-04-20,21,504.685,7.0,ясно
2023-04-20,22,497.788,7.0,ясно
2023-04-20,23,471.608,7.0,ясно
2023-04-21,0,428.321,6.0,ясно
2023-04-21,1,391.501,6.0,ясно
2023-04-21,2,371.559,6.0,ясно
2023-04-21,3,361.822,4.0,ясно
2023-04-21,4,358.059,4.0,ясно
2023-04-21,5,359.391,4.0,ясно
2023-04-21,6,360.663,11.0,ясно
2023-04-21,7,401.666,11.0,ясно
2023-04-21,8,436.857,11.0,ясно
2023-04-21,9,467.825,15.0,"ясно, неб.ветерок"
2023-04-21,10,488.171,15.0,"ясно, неб.ветерок"
2023-04-21,11,489.606,15.0,"ясно, неб.ветерок"
2023-04-21,12,483.662,15.0,"ясно, неб.ветерок"
2023-04-21,13,482.146,15.0,"ясно, неб.ветерок"
2023-04-21,14,481.448,15.0,"ясно, неб.ветерок"
2023-04-21,15,479.057,12.0,"ясно, неб.ветерок"
2023-04-21,16,475.147,12.0,"ясно, неб.ветерок"
2023-04-21,17,472.389,12.0,"ясно, неб.ветерок"
2023-04-21,18,467.072,7.0,"ясно, неб.ветерок"
2023-04-21,19,471.62,7.0,"ясно, неб.ветерок"
2023-04-21,20,475.831,7.0,"ясно, неб.ветерок"
2023-04-21,21,498.972,4.0,"ясно, неб.ветерок"
2023-04-21,22,494.505,4.0,"ясно, неб.ветерок"
2023-04-21,23,472.677,4.0,"ясно, неб.ветерок"
2023-04-22,0,431.764,3.0,ясно
2023-04-22,1,395.158,3.0,ясно
2023-04-22,2,372.838,3.0,ясно
2023-04-22,3,362.824,3.0,ясно
2023-04-22,4,358.714,3.0,ясно
2023-04-22,5,355.702,3.0,ясно
2023-04-22,6,348.64,9.0,ясно
