time,month,day,weather_pred
0,8,4,"обл с пр, ветерок"
0,8,5,"ясно, ветерок"
0,8,6,"пасм, 88%, ветер"
0,8,7,ясно
0,8,8,ясно
0,8,9,ясно
0,8,10,ясно
0,8,11,малообл.
0,8,12,ясно
0,8,13,ясно
0,8,14,облачно
0,8,15,малообл.
0,8,16,"пер.обл., возм.дождь 2,5мм  24%"
0,8,17,ясно
0,8,18,ясно
0,8,19,ясно
0,8,20,пер.обл.
0,8,21,пер.обл.
0,8,22,"обл., возм.дождь 51%"
0,8,23,"обл., возм.дождь 43%"
0,8,24,"пер.обл., северный ветер"
0,8,25,пер.обл.
0,8,26,малообл.
0,8,27,малообл.
0,8,28,ясно
0,8,29,облачно
0,8,30,"пер.обл., возм.дождь 0,4мм 26%"
0,8,31,малообл.
0,9,1,"обл., дождь 0,5мм 34%"
0,9,2,пер.обл.
0,9,3,малообл.
0,9,4,п/обл
0,9,5,ясно
0,9,6,ясно
0,9,7,ясно
0,9,8,ясно
0,9,9,"ясно, ветер"
0,9,10,"обл, 37%"
0,9,11,ясно
0,9,12,ясно
0,9,13,облачно
0,9,14,облачно
0,9,15,пасмурно
0,9,16,"пасм, 71%, ветер"
0,9,17,"пасм,74%, ветер"
0,9,18,ясно
0,9,19,"пасм, 76%, ветер"
0,9,20,"пасм, 72%"
0,9,21,"пасм, 20% дождь"
0,9,22,"пасм, дождь, 18%"
0,9,23,ясно
0,9,24,пасмурно
0,9,25,"пасм, ветер, 81%"
0,9,26,"ясно, 14%"
0,9,27,"п/обл, ветерок, 12%"
0,9,28,"пасм, дождь"
0,9,29,"пасм, ветерок"
0,9,30,"пасм, 14% ветер"
0,10,1,"п/обл, 11%"
0,10,2,"обл, 11%"
0,10,3,облачно
0,10,4,облачно
0,10,5,пер.обл.
0,10,6,малообл.
0,10,7,малообл.
0,10,8,облачно
0,10,9,"облачно, ветерок"
0,10,10,ясно
0,10,11,п/обл
0,10,12,"пасм, 31%"
0,10,13,"ясно, 12%"
0,10,14,"пасм, ветерок"
0,10,15,"пасм ,ветер, 12%"
0,10,16,"пасм, ветер, 12%"
0,10,17,обл
0,10,18,"пасм, ветер, 37%"
0,10,19,"пасм, ветер, 54%"
0,10,20,пасмурно
0,10,21,"ясно, ветерок"
0,10,22,"пасм, 9%"
0,10,23,"пасм, ветер"
0,10,24,"пасм, 14%"
0,10,25,"пасм, 68%"
0,10,26,"пасм, ветер 24%"
0,10,27,пасмурно
0,10,28,пасмурно
0,10,29,облачно
0,10,30,"пасм, ветер"
0,10,31,ясно
0,11,1,пасмурно
0,11,2,"пасм, 16%"
0,11,3,"ясно, ветерок, 18%"
0,11,4,ясно
0,11,5,"ясно, ветер, 68%"
0,11,6,"обл с пр, ветер"
0,11,7,"ясно, 23%"
0,11,8,"пасм, ветерок"
0,11,9,"пасм, ветер"
0,11,10,"пасм, 53%, ветер"
0,11,11,"обл с пр, ветер"
0,11,12,"пасм ,ветер"
0,11,13,ясно
0,11,14,п/обл
0,11,15,пасмурно
0,11,16,"пасм, ветерок"
0,11,17,"пасм, ветерок"
0,11,18,ясно
0,11,19,ясно
0,11,20,"пасм, ветерок, 19%"
0,11,21,"ясно, ветерок, 11%"
0,11,22,"пасм, ветерок, 24%"
0,11,23,обл с пр
0,11,24,пасмурно
0,11,25,"пасм, 3% снег"
0,11,26,"пасм, 14%"
0,11,27,"пасм, 24%"
0,11,28,"пасм, 16% снег"
0,11,29,"пасм, ветерок"
0,11,30,пасмурно
0,12,1,пасмурно
0,12,2,ясно
0,12,3,"ясно, ветерок"
0,12,4,"пасм, ветер"
0,12,5,"пасм, ветер, 56%"
0,12,6,"пасм, 51%"
0,12,7,"пасм, 82% дождь"
0,12,8,"пасм, 61% дождь, ветер "
0,12,9,"пасм, 33% снег, ветер"
0,12,10,пасмурно
0,12,11,"пасм, 14%"
0,12,12,"пасм, ветер, 78%"
0,12,13,"пасм, ветер, 88% снег"
0,12,14,"пасм, 23%"
0,12,15,пасмурно
0,12,16,"пасм, ветерок"
0,12,17,облачно
0,12,18,п/обл
0,12,19,"ясно, ветер"
0,12,20,"пасм, ветер, 82% дождь"
0,12,21,"пасм, ветер, 51%  дождь"
0,12,22,"пасм., неб.дождь"
0,12,23,"пасмурно, неб.дождь"
0,12,24,облачно
0,12,25,пасмурно
0,12,26,"пасм., возм. дождь"
0,12,27,"пасм., возм. дождь"
0,12,28,"пасм, 49% дождь, ветер"
0,12,29,"пасм, 42% дождь, ветер"
0,12,30,"пасм, 37% ветер"
0,12,31,"пасм, 12%, ветер"
1,1,1,"пасм, ветер, 56%"
1,1,2,"пасм, 60%"
1,1,3,"пасм, 42% ветер"
1,1,4,"пасм, 47%"
1,1,5,"обл с пр, 51%"
1,1,6,пасмурно
1,1,7,"пасм, 75% снег"
1,1,8,"пасм, 11%"
1,1,9,пасмурно
1,1,10,"пасм, 77% д+снег"
1,1,11,"пасм, 16%"
1,1,12,"пасм, 90% дождь"
1,1,13,"пасм,12%"
1,1,14,"обл с пр, 18%"
1,1,15,"пасм, 82% дождь, ветер"
1,1,16,"пасм, 14% ,ветер"
1,1,17,пасмурно
1,1,18,п/обл
1,1,19,"пасм, 44% д+снег"
1,1,20,"пасм, 14%"
1,1,21,"пасмурно, 14%"
1,1,22,"пасм, 12% д+снег"
1,1,23,"пасм, 23%"
1,1,24,пасмурно
1,1,25,ясно
1,1,26,пасмурно
1,1,27,"пасм, 73%  д+снег"
1,1,28,п/обл
1,1,29,"пасм, 54% д+снег"
1,1,30,"пасм, 86% д+снег, ветер"
1,1,31,"обл с пр, 24%"
1,2,1,"пасм, 87% д+снег, ветер"
1,2,2,"пасм, 83% д+снег, ветер"
1,2,3,п/обл
1,2,4,"пасм, 35%"
1,2,5,п/обл
1,2,6,"пасм, 21% снег"
1,2,7,"пасм, 14%, ветер"
1,2,8,"пасм, 14%"
1,2,9,"пасм, неб.ветерок"
1,2,10,"пасм, ветер"
1,2,11,"пасм, 94% д+снег, ветер"
1,2,12,ясно
1,2,13,"пасм, 40%, ветер"
1,2,14,п/обл
1,2,15,пасмурно
1,2,16,пасмурно
1,2,17,"пасм, 47%"
1,2,18,"пасм, 20%, шторм"
1,2,19,"обл с пр, ветер, 12%"
1,2,20,п/обл
1,2,21,"пасм, 63% ветер"
1,2,22,обл с пр
1,2,23,пасмурно
1,2,24,"пасм, 87%, д+снег"
1,2,25,"пасм, 73%, д+снег"
1,2,26,"пасм, 9% д+снег"
1,2,27,обл с пр
1,2,28,ясно
1,3,1,пасм
1,3,2,пасмурно
1,3,3,"пасм, ветерок"
1,3,4,"пасм, ветер"
1,3,5,"ясно, 24%"
1,3,6,"обл с пр, 40% д+снег"
1,3,7,"п/обл, 40%"
1,3,8,"пасм, ветер"
1,3,9,обл с пр
1,3,10,"ясно, 24%"
1,3,11,"пасм.,снег, ветер"
1,3,12,облачно
1,3,13,облачно
1,3,14,"облачно, ветер"
1,3,15,"пасм, 19% дождь"
1,3,16,обл с пр
1,3,17,пасмурно
1,3,18,"пасм, ветерок"
1,3,19,облачно
1,3,20,"пасм, 54%"
1,3,21,"обл с пр, 18%"
1,3,22,"пасм, 46%"
1,3,23,"пасм, ветерок"
1,3,24,"пасмурно, 44%"
1,3,25,ясно
1,3,26,"пасм, 47%"
1,3,27,"пасм, 42% д+снег"
1,3,28,пасмурно
1,3,29,ясно
1,3,30,"пасм, 39% дождь"
1,3,31,"пасм, 74% дождь"
1,4,1,"обл, ветер"
1,4,2,"п/обл, ветер"
1,4,3,п/обл
1,4,4,"пасм, ветер, дождь"
1,4,5,"пасм, ветер, дождь"
1,4,6,"пасм, ветер, дождь"
1,4,7,"пасм, неб.дождь, ветер"
1,4,8,"обл с пр, 74%"
1,4,9,облачно
1,4,10,"пасм, 24%, ветер"
1,4,11,"п/обл, ветер"
1,4,12,"ясно, 11%"
1,4,13,п/обл
1,4,14,"пасм, ветерок"
1,4,15,"пасм, 61%"
1,4,16,"п/обл, ветер"
1,4,17,"п/обл, 12%"
1,4,18,п/обл
1,4,19,"обл с пр, 16%"
1,4,20,"пасм, 23%"
1,4,21,облачно
1,4,22,пасмурно
1,4,23,"пасм, 12%"
1,4,24,"п/обл, 15%"
1,4,25,"пасм, 65%"
1,4,26,малообл
1,4,27,облачно
1,4,28,ясно
1,4,29,п/обл
1,4,30,облачно
1,5,1,"пасм, 51%"
1,5,2,п/обл
1,5,3,"пасм,9%, ветер"
1,5,4,"облачно, 9%"
1,5,5,"п/обл, 9%"
1,5,6,"обл с пр, 44%"
1,5,7,ясно
1,5,8,ясно
1,5,9,ясно
1,5,10,п/обл
1,5,11,"пасм, 14%, ветерок"
1,5,12,"пасм, 47%"
1,5,13,малообл.
1,5,14,пер.обл.
1,5,15,пер.обл.
1,5,16,ясно
1,5,17,малообл.
1,5,18,ясно
1,5,19,ясно
1,5,20,"пасм, ветер"
1,5,21,"пасм, 42% дождь"
1,5,22,"пасм, 40%, ветер"
1,5,23,пасмурно
1,5,24,"пасм, ветер"
1,5,25,"пасм, 37%"
1,5,26,"п/обл, 14%"
1,5,27,"обл, ветер, 15%"
1,5,28,"пасм, ветер, 72%"
1,5,29,"пасм, 74%"
1,5,30,"пасм, 35%"
1,5,31,"ясно, 58%"
1,6,1,"пасм, 12%"
1,6,2,"ясно, 24%"
1,6,3,"п/обл, ветер"
1,6,4,пасм
1,6,5,ясно
1,6,6,пасмурно
1,6,7,"пасм, 19%"
1,6,8,"пасм, 72%"
1,6,9,ясно
1,6,10,"пасм, 78%"
1,6,11,"ясно, 16%"
1,6,12,ясно
1,6,13,пасмурно
1,6,14,ясно
1,6,15,ясно
1,6,16,пасмурно
1,6,17,облачно
1,6,18,"пасм, 16%"
1,6,19,ясно
1,6,20,"пасм, 34%"
1,6,21,"п/обл, 76%"
1,6,22,п/обл
1,6,23,п/обл
1,6,24,ясно
1,6,25,ясно
1,6,26,ясно
1,6,27,ясно
1,6,28,"ясно, ветерок"
1,6,29,"пасм, дождь"
1,6,30,пасмурно
1,7,1,"пасм, ветер, дождь"
1,7,2,"пасм, дождь"
1,7,3,ясно
1,7,4,ясно
1,7,5,ясно
1,7,6,пер.обл.
1,7,7,облачно
1,7,8,облачно
1,7,9,ясно
1,7,10,пер.обл.
1,7,11,пер.обл.
1,7,12,дождь
1,7,13,"пасм, дождь 81%"
1,7,14,п/обл
1,7,15,"пасм, 37% дождь, ветер"
1,7,16,"пасм, ветер"
1,7,17,"пасм, дождь"
1,7,18,пасмурно
1,7,19,"облачно, 24%"
1,7,20,"ясно, 16%"
1,7,21,ясно
1,7,22,п/обл
1,7,23,п/обл
1,7,24,ясно
1,7,25,облачно
1,7,26,"обл, ветер"
1,7,27,ясно
1,7,28,пасмурно
1,7,29,"ясно, 12%"
1,7,30,облачно
1,7,31,"пасм, 73% ветер"
1,8,1,"пасм, 87% ветер"
1,8,2,ясно
1,8,3,ясно
1,8,4,"обл с пр, ветерок"
1,8,5,"ясно, ветерок"
1,8,6,"пасм, 88%, ветер"
1,8,7,ясно
1,8,8,ясно
1,8,9,ясно
1,8,10,ясно
1,8,11,малообл.
1,8,12,ясно
1,8,13,ясно
1,8,14,облачно
1,8,15,малообл.
1,8,16,"пер.обл., возм.дождь 2,5мм  24%"
1,8,17,ясно
1,8,18,ясно
1,8,19,ясно
1,8,20,пер.обл.
1,8,21,пер.обл.
1,8,22,"обл., возм.дождь 51%"
1,8,23,"обл., возм.дождь 43%"
1,8,24,"пер.обл., северный ветер"
1,8,25,пер.обл.
1,8,26,малообл.
1,8,27,малообл.
1,8,28,ясно
1,8,29,облачно
1,8,30,"пер.обл., возм.дождь 0,4мм 26%"
1,8,31,малообл.
1,9,1,"обл., дождь 0,5мм 34%"
1,9,2,пер.обл.
1,9,3,малообл.
1,9,4,п/обл
1,9,5,ясно
1,9,6,ясно
1,9,7,ясно
1,9,8,ясно
1,9,9,"ясно, ветер"
1,9,10,"обл, 37%"
1,9,11,ясно
1,9,12,ясно
1,9,13,облачно
1,9,14,облачно
1,9,15,пасмурно
1,9,16,"пасм, 71%, ветер"
1,9,17,"пасм,74%, ветер"
1,9,18,ясно
1,9,19,"пасм, 76%, ветер"
1,9,20,"пасм, 72%"
1,9,21,"пасм, 20% дождь"
1,9,22,"пасм, дождь, 18%"
1,9,23,ясно
1,9,24,пасмурно
1,9,25,"пасм, ветер, 81%"
1,9,26,"ясно, 14%"
1,9,27,"п/обл, ветерок, 12%"
1,9,28,"пасм, дождь"
1,9,29,"пасм, ветерок"
1,9,30,"пасм, 14% ветер"
1,10,1,"п/обл, 11%"
1,10,2,"обл, 11%"
1,10,3,облачно
1,10,4,облачно
1,10,5,пер.обл.
1,10,6,малообл.
1,10,7,малообл.
1,10,8,облачно
1,10,9,"облачно, ветерок"
1,10,10,ясно
1,10,11,п/обл
1,10,12,"пасм, 31%"
1,10,13,"ясно, 12%"
1,10,14,"пасм, ветерок"
1,10,15,"пасм ,ветер, 12%"
1,10,16,"пасм, ветер, 12%"
1,10,17,обл
1,10,18,"пасм, ветер, 37%"
1,10,19,"пасм, ветер, 54%"
1,10,20,пасмурно
1,10,21,"ясно, ветерок"
1,10,22,"пасм, 9%"
1,10,23,"пасм, ветер"
1,10,24,"пасм, 14%"
1,10,25,"пасм, 68%"
1,10,26,"пасм, ветер 24%"
1,10,27,пасмурно
1,10,28,пасмурно
1,10,29,облачно
1,10,30,"пасм, ветер"
1,10,31,ясно
1,11,1,пасмурно
1,11,2,"пасм, 16%"
1,11,3,"ясно, ветерок, 18%"
1,11,4,ясно
1,11,5,"ясно, ветер, 68%"
1,11,6,"обл с пр, ветер"
1,11,7,"ясно, 23%"
1,11,8,"пасм, ветерок"
1,11,9,"пасм, ветер"
1,11,10,"пасм, 53%, ветер"
1,11,11,"обл с пр, ветер"
1,11,12,"пасм ,ветер"
1,11,13,ясно
1,11,14,п/обл
1,11,15,пасмурно
1,11,16,"пасм, ветерок"
1,11,17,"пасм, ветерок"
1,11,18,ясно
1,11,19,ясно
1,11,20,"пасм, ветерок, 19%"
1,11,21,"ясно, ветерок, 11%"
1,11,22,"пасм, ветерок, 24%"
1,11,23,обл с пр
1,11,24,пасмурно
1,11,25,"пасм, 3% снег"
1,11,26,"пасм, 14%"
1,11,27,"пасм, 24%"
1,11,28,"пасм, 16% снег"
1,11,29,"пасм, ветерок"
1,11,30,пасмурно
1,12,1,пасмурно
1,12,2,ясно
1,12,3,"ясно, ветерок"
1,12,4,"пасм, ветер"
1,12,5,"пасм, ветер, 56%"
1,12,6,"пасм, 51%"
1,12,7,"пасм, 82% дождь"
1,12,8,"пасм, 61% дождь, ветер "
1,12,9,"пасм, 33% снег, ветер"
1,12,10,пасмурно
1,12,11,"пасм, 14%"
1,12,12,"пасм, ветер, 78%"
1,12,13,"пасм, ветер, 88% снег"
1,12,14,"пасм, 23%"
1,12,15,пасмурно
1,12,16,"пасм, ветерок"
1,12,17,облачно
1,12,18,п/обл
1,12,19,"ясно, ветер"
1,12,20,"пасм, ветер, 82% дождь"
1,12,21,"пасм, ветер, 51%  дождь"
1,12,22,"пасм., неб.дождь"
1,12,23,"пасмурно, неб.дождь"
1,12,24,облачно
1,12,25,пасмурно
1,12,26,"пасм., возм. дождь"
1,12,27,"пасм., возм. дождь"
1,12,28,"пасм, 49% дождь, ветер"
1,12,29,"пасм, 42% дождь, ветер"
1,12,30,"пасм, 37% ветер"
1,12,31,"пасм, 12%, ветер"
2,1,1,"пасм, ветер, 56%"
2,1,2,"пасм, 60%"
2,1,3,"пасм, 42% ветер"
2,1,4,"пасм, 47%"
2,1,5,"обл с пр, 51%"
2,1,6,пасмурно
2,1,7,"пасм, 75% снег"
2,1,8,"пасм, 11%"
2,1,9,пасмурно
2,1,10,"пасм, 77% д+снег"
2,1,11,"пасм, 16%"
2,1,12,"пасм, 90% дождь"
2,1,13,"пасм,12%"
2,1,14,"обл с пр, 18%"
2,1,15,"пасм, 82% дождь, ветер"
2,1,16,"пасм, 14% ,ветер"
2,1,17,пасмурно
2,1,18,п/обл
2,1,19,"пасм, 44% д+снег"
2,1,20,"пасм, 14%"
2,1,21,"пасмурно, 14%"
2,1,22,"пасм, 12% д+снег"
2,1,23,"пасм, 23%"
2,1,24,пасмурно
2,1,25,ясно
2,1,26,пасмурно
2,1,27,"пасм, 73%  д+снег"
2,1,28,п/обл
2,1,29,"пасм, 54% д+снег"
2,1,30,"пасм, 86% д+снег, ветер"
2,1,31,"обл с пр, 24%"
2,2,1,"пасм, 87% д+снег, ветер"
2,2,2,"пасм, 83% д+снег, ветер"
2,2,3,п/обл
2,2,4,"пасм, 35%"
2,2,5,п/обл
2,2,6,"пасм, 21% снег"
2,2,7,"пасм, 14%, ветер"
2,2,8,"пасм, 14%"
2,2,9,"пасм, неб.ветерок"
2,2,10,"пасм, ветер"
2,2,11,"пасм, 94% д+снег, ветер"
2,2,12,ясно
2,2,13,"пасм, 40%, ветер"
2,2,14,п/обл
2,2,15,пасмурно
2,2,16,пасмурно
2,2,17,"пасм, 47%"
2,2,18,"пасм, 20%, шторм"
2,2,19,"обл с пр, ветер, 12%"
2,2,20,п/обл
2,2,21,"пасм, 63% ветер"
2,2,22,обл с пр
2,2,23,пасмурно
2,2,24,"пасм, 87%, д+снег"
2,2,25,"пасм, 73%, д+снег"
2,2,26,"пасм, 9% д+снег"
2,2,27,обл с пр
2,2,28,ясно
2,3,1,пасм
2,3,2,пасмурно
2,3,3,"пасм, ветерок"
2,3,4,"пасм, ветер"
2,3,5,"ясно, 24%"
2,3,6,"обл с пр, 40% д+снег"
2,3,7,"п/обл, 40%"
2,3,8,"пасм, ветер"
2,3,9,обл с пр
2,3,10,"ясно, 24%"
2,3,11,"пасм.,снег, ветер"
2,3,12,облачно
2,3,13,облачно
2,3,14,"облачно, ветер"
2,3,15,"пасм, 19% дождь"
2,3,16,обл с пр
2,3,17,пасмурно
2,3,18,"пасм, ветерок"
2,3,19,облачно
2,3,20,"пасм, 54%"
2,3,21,"обл с пр, 18%"
2,3,22,"пасм, 46%"
2,3,23,"пасм, ветерок"
2,3,24,"пасмурно, 44%"
2,3,25,ясно
2,3,26,"пасм, 47%"
2,3,27,"пасм, 42% д+снег"
2,3,28,пасмурно
2,3,29,ясно
2,3,30,"пасм, 39% дождь"
2,3,31,"пасм, 74% дождь"
2,4,1,"обл, ветер"
2,4,2,"п/обл, ветер"
2,4,3,п/обл
2,4,4,"пасм, ветер, дождь"
2,4,5,"пасм, ветер, дождь"
2,4,6,"пасм, ветер, дождь"
2,4,7,"пасм, неб.дождь, ветер"
2,4,8,"обл с пр, 74%"
2,4,9,облачно
2,4,10,"пасм, 24%, ветер"
2,4,11,"п/обл, ветер"
2,4,12,"ясно, 11%"
2,4,13,п/обл
2,4,14,"пасм, ветерок"
2,4,15,"пасм, 61%"
2,4,16,"п/обл, ветер"
2,4,17,"п/обл, 12%"
2,4,18,п/обл
2,4,19,"обл с пр, 16%"
2,4,20,"пасм, 23%"
2,4,21,облачно
2,4,22,пасмурно
2,4,23,"пасм, 12%"
2,4,24,"п/обл, 15%"
2,4,25,"пасм, 65%"
2,4,26,малообл
2,4,27,облачно
2,4,28,ясно
2,4,29,п/обл
2,4,30,облачно
2,5,1,"пасм, 51%"
2,5,2,п/обл
2,5,3,"пасм,9%, ветер"
2,5,4,"облачно, 9%"
2,5,5,"п/обл, 9%"
2,5,6,"обл с пр, 44%"
2,5,7,ясно
2,5,8,ясно
2,5,9,ясно
2,5,10,п/обл
2,5,11,"пасм, 14%, ветерок"
2,5,12,"пасм, 47%"
2,5,13,малообл.
2,5,14,пер.обл.
2,5,15,пер.обл.
2,5,16,ясно
2,5,17,малообл.
2,5,18,ясно
2,5,19,ясно
2,5,20,"пасм, ветер"
2,5,21,"пасм, 42% дождь"
2,5,22,"пасм, 40%, ветер"
2,5,23,пасмурно
2,5,24,"пасм, ветер"
2,5,25,"пасм, 37%"
2,5,26,"п/обл, 14%"
2,5,27,"обл, ветер, 15%"
2,5,28,"пасм, ветер, 72%"
2,5,29,"пасм, 74%"
2,5,30,"пасм, 35%"
2,5,31,"ясно, 58%"
2,6,1,"пасм, 12%"
2,6,2,"ясно, 24%"
2,6,3,"п/обл, ветер"
2,6,4,пасм
2,6,5,ясно
2,6,6,пасмурно
2,6,7,"пасм, 19%"
2,6,8,"пасм, 72%"
2,6,9,ясно
2,6,10,"пасм, 78%"
2,6,11,"ясно, 16%"
2,6,12,ясно
2,6,13,пасмурно
2,6,14,ясно
2,6,15,ясно
2,6,16,пасмурно
2,6,17,облачно
2,6,18,"пасм, 16%"
2,6,19,ясно
2,6,20,"пасм, 34%"
2,6,21,"п/обл, 76%"
2,6,22,п/обл
2,6,23,п/обл
2,6,24,ясно
2,6,25,ясно
2,6,26,ясно
2,6,27,ясно
2,6,28,"ясно, ветерок"
2,6,29,"пасм, дождь"
2,6,30,пасмурно
2,7,1,"пасм, ветер, дождь"
2,7,2,"пасм, дождь"
2,7,3,ясно
2,7,4,ясно
2,7,5,ясно
2,7,6,пер.обл.
2,7,7,облачно
2,7,8,облачно
2,7,9,ясно
2,7,10,пер.обл.
2,7,11,пер.обл.
2,7,12,дождь
2,7,13,"пасм, дождь 81%"
2,7,14,п/обл
2,7,15,"пасм, 37% дождь, ветер"
2,7,16,"пасм, ветер"
2,7,17,"пасм, дождь"
2,7,18,пасмурно
2,7,19,"облачно, 24%"
